timestamp,origin,destination,distance,duration,duration_in_traffic
2025-06-14 18:11:05,"Connaught Place, Delhi","India Gate, Delhi",4.6 km,11 mins,12 mins
2025-06-14 18:11:05,"Rajiv Chowk Metro Station, Delhi","Hauz Khas, Delhi",11.4 km,27 mins,28 mins
2025-06-14 18:11:06,Noida Sector 18,"South Extension Market, Delhi",13.7 km,22 mins,25 mins
2025-06-14 18:28:17,"Connaught Place, Delhi","India Gate, Delhi",4.6 km,11 mins,13 mins
2025-06-14 18:28:18,"Rajiv Chowk Metro Station, Delhi","Hauz Khas, Delhi",11.1 km,26 mins,27 mins
2025-06-14 18:28:18,Noida Sector 18,"South Extension Market, Delhi",13.7 km,22 mins,26 mins
2025-06-14 18:38:18,"Connaught Place, Delhi","India Gate, Delhi",4.6 km,11 mins,12 mins
2025-06-14 18:38:19,"Rajiv Chowk Metro Station, Delhi","Hauz Khas, Delhi",11.1 km,26 mins,28 mins
2025-06-14 18:38:19,Noida Sector 18,"South Extension Market, Delhi",13.7 km,22 mins,27 mins
2025-06-14 18:48:20,"Connaught Place, Delhi","India Gate, Delhi",4.6 km,11 mins,12 mins
2025-06-14 18:48:21,"Rajiv Chowk Metro Station, Delhi","Hauz Khas, Delhi",11.4 km,27 mins,29 mins
2025-06-14 18:48:21,Noida Sector 18,"South Extension Market, Delhi",13.7 km,22 mins,29 mins
2025-06-14 18:58:22,"Connaught Place, Delhi","India Gate, Delhi",4.6 km,11 mins,13 mins
2025-06-14 18:58:22,"Rajiv Chowk Metro Station, Delhi","Hauz Khas, Delhi",11.4 km,27 mins,28 mins
2025-06-14 18:58:23,Noida Sector 18,"South Extension Market, Delhi",13.7 km,22 mins,28 mins
2025-06-14 19:08:23,"Connaught Place, Delhi","India Gate, Delhi",4.6 km,11 mins,15 mins
2025-06-14 19:08:24,"Rajiv Chowk Metro Station, Delhi","Hauz Khas, Delhi",11.1 km,26 mins,28 mins
2025-06-14 19:08:24,Noida Sector 18,"South Extension Market, Delhi",13.7 km,22 mins,28 mins
2025-06-14 19:18:31,"Connaught Place, Delhi","India Gate, Delhi",4.6 km,11 mins,13 mins
2025-06-14 19:18:32,"Rajiv Chowk Metro Station, Delhi","Hauz Khas, Delhi",11.4 km,27 mins,28 mins
2025-06-14 19:18:32,Noida Sector 18,"South Extension Market, Delhi",13.7 km,22 mins,27 mins
2025-06-14 19:20:27,"Connaught Place, Delhi","India Gate, Delhi",4.6 km,11 mins,13 mins
2025-06-14 19:20:28,"Rajiv Chowk Metro Station, Delhi","Hauz Khas, Delhi",11.4 km,27 mins,29 mins
2025-06-14 19:20:28,Noida Sector 18,"South Extension Market, Delhi",15.7 km,23 mins,24 mins
2025-06-14 19:30:29,"Connaught Place, Delhi","India Gate, Delhi",4.6 km,11 mins,13 mins
2025-06-14 19:30:29,"Rajiv Chowk Metro Station, Delhi","Hauz Khas, Delhi",11.4 km,27 mins,29 mins
2025-06-14 19:30:30,Noida Sector 18,"South Extension Market, Delhi",13.7 km,22 mins,27 mins
2025-06-14 19:40:30,"Connaught Place, Delhi","India Gate, Delhi",4.6 km,11 mins,13 mins
2025-06-14 19:40:31,"Rajiv Chowk Metro Station, Delhi","Hauz Khas, Delhi",11.1 km,26 mins,35 mins
2025-06-14 19:40:31,Noida Sector 18,"South Extension Market, Delhi",13.7 km,22 mins,25 mins
2025-06-14 19:50:32,"Connaught Place, Delhi","India Gate, Delhi",4.6 km,11 mins,14 mins
2025-06-14 19:50:33,"Rajiv Chowk Metro Station, Delhi","Hauz Khas, Delhi",12.5 km,30 mins,32 mins
2025-06-14 19:50:33,Noida Sector 18,"South Extension Market, Delhi",13.7 km,22 mins,26 mins
2025-06-14 20:00:34,"Connaught Place, Delhi","India Gate, Delhi",5.4 km,14 mins,17 mins
2025-06-14 20:00:34,"Rajiv Chowk Metro Station, Delhi","Hauz Khas, Delhi",11.1 km,26 mins,31 mins
2025-06-14 20:00:34,Noida Sector 18,"South Extension Market, Delhi",13.7 km,22 mins,25 mins
